# Scan Time    : Fri, 18 Mar 2022 11:42:53 +0000 (GMT) +834035000 nsec
# Board Lane   : 7
# Board Loc    : BTOF - Northwest
# SiPM Biases  :  58.265  58.216  58.422  58.633
# SiPM Currents:   2.085   1.961   2.081   2.146
#
1 -1 101.7 0.00010 0.00010 1.21000      0          0.0 999.9990
1 -1 101.7 0.00030 0.00029 1.21000      0          0.0 999.9990
1 -1  26.4 0.02730 0.02734 0.02123   2238     105440.1 0.0211
1 -1  26.4 0.02750 0.02754 0.02257   2316     102632.8 0.0208
1 -1  26.4 0.02770 0.02773 0.02354   2222      94390.3 0.0212
1 -1  26.4 0.02790 0.02793 0.02614   2286      87455.8 0.0209
1 -1  26.4 0.02810 0.02813 0.02669   2272      85120.8 0.0210
1 -1  26.4 0.02830 0.02832 0.02686   2222      82723.0 0.0212
1 -1  26.4 0.02850 0.02852 0.02874   2222      77303.2 0.0212
1 -1  26.4 0.02870 0.02871 0.03113   2256      72481.3 0.0211
1 -1  26.4 0.02890 0.02891 0.03296   2280      69164.4 0.0209
1 -1  26.4 0.02910 0.02910 0.03425   2328      67970.3 0.0207
1 -1  26.4 0.02930 0.02930 0.03425   2244      65517.8 0.0211
1 -1  26.4 0.02950 0.02949 0.03645   2292      62883.6 0.0209
1 -1  26.4 0.02970 0.02969 0.03767   2274      60368.1 0.0210
1 -1  26.4 0.02990 0.02988 0.04156   2326      55968.3 0.0207
1 -1  26.4 0.03010 0.03008 0.04307   2348      54514.4 0.0206
1 -1  26.4 0.03030 0.03027 0.04443   2300      51767.2 0.0209
1 -1  26.4 0.03050 0.03047 0.04831   2252      46616.5 0.0211
1 -1  26.4 0.03070 0.03066 0.05035   2302      45721.4 0.0208
1 -1  26.4 0.03090 0.03086 0.05373   2364      43999.7 0.0206
1 -1  26.4 0.03110 0.03105 0.05734   2272      39623.0 0.0210
1 -1  26.4 0.03130 0.03135 0.06220   2260      36332.1 0.0210
1 -1  26.4 0.03150 0.03154 0.06789   2292      33762.1 0.0209
1 -1  26.4 0.03170 0.03174 0.07333   2282      31118.2 0.0209
1 -1  26.4 0.03190 0.03193 0.07956   2280      28656.3 0.0209
1 -1  26.4 0.03210 0.03213 0.08552   2246      26264.1 0.0211
1 -1  26.4 0.03230 0.03232 0.09144   2270      24824.5 0.0210
1 -1  26.4 0.03250 0.03252 0.10049   2250      22391.0 0.0211
1 -1  26.4 0.03270 0.03271 0.11112   2250      20248.1 0.0211
1 -1  26.4 0.03290 0.03291 0.12462   2406      19306.3 0.0204
1 -1  26.4 0.03310 0.03311 0.13174   2224      16882.1 0.0212
1 -1  26.4 0.03330 0.03330 0.14127   2278      16124.7 0.0210
1 -1  26.4 0.03350 0.03350 0.15540   2282      14684.5 0.0209
1 -1  26.4 0.03370 0.03369 0.17352   2256      13001.5 0.0211
