# Scan Time    : Fri, 18 Mar 2022 11:42:53 +0000 (GMT) +834035000 nsec
# Board Lane   : 7
# Board Loc    : BTOF - Northwest
# SiPM Biases  :  58.265  58.216  58.422  58.633
# SiPM Currents:   2.085   1.961   2.081   2.146
#
1 -1 101.7 0.00010 0.00010 1.21000      0          0.0 999.9990
1 -1 101.7 0.00030 0.00029 1.21000      0          0.0 999.9990
1  0  26.5 0.03030 0.03027 0.04619   2350      50880.3 0.0206
1  0  26.5 0.03050 0.03047 0.04619   2252      48758.5 0.0211
1  0  26.5 0.03070 0.03066 0.05137   2320      45165.6 0.0208
1  0  26.5 0.03090 0.03086 0.05304   2248      42385.2 0.0211
1  0  26.5 0.03110 0.03105 0.05654   2302      40712.5 0.0208
1  0  26.5 0.03130 0.03135 0.06510   2364      36314.7 0.0206
1  0  26.5 0.03150 0.03154 0.06684   2370      35456.6 0.0205
1  0  26.5 0.03170 0.03174 0.07154   2294      32064.6 0.0209
1  0  26.5 0.03190 0.03193 0.07739   2318      29950.3 0.0208
1  0  26.5 0.03210 0.03213 0.08584   2266      26396.7 0.0210
1  0  26.5 0.03230 0.03232 0.09287   2278      24530.1 0.0210
1  0  26.5 0.03250 0.03252 0.10202   2284      22387.3 0.0209
1  0  26.5 0.03270 0.03271 0.10930   2290      20951.1 0.0209
1  0  26.5 0.03290 0.03291 0.12316   2284      18545.1 0.0209
1  0  26.5 0.03310 0.03311 0.13259   2262      17060.5 0.0210
1  0  26.5 0.03330 0.03330 0.14177   2268      15997.2 0.0210
1  0  26.5 0.03350 0.03350 0.15860   2264      14274.8 0.0210
1  0  26.5 0.03370 0.03369 0.17174   2304      13415.6 0.0208
1  0  26.5 0.03390 0.03389 0.18836   2232      11849.9 0.0212
1  0  26.5 0.03410 0.03408 0.20791   2242      10783.7 0.0211
1  0  26.5 0.03430 0.03428 0.20791   2250      10822.2 0.0211
1  0  26.5 0.03450 0.03447 0.23039   2254       9783.6 0.0211
1  0  26.5 0.03470 0.03467 0.24947   2346       9403.9 0.0206
1  0  26.5 0.03490 0.03486 0.24947   2230       8938.9 0.0212
1  0  26.5 0.03510 0.03506 0.27626   2234       8086.6 0.0212
1  0  26.5 0.03530 0.03525 0.27626   2242       8115.5 0.0211
1  0  26.5 0.03550 0.03555 0.31894   2342       7343.1 0.0207
1  0  26.5 0.03570 0.03574 0.33085   2256       6818.8 0.0211
1  0  26.5 0.03590 0.03594 0.34874   2320       6652.4 0.0208
1  0  26.5 0.03610 0.03613 0.36940   2322       6285.9 0.0208
1  0  26.5 0.03630 0.03633 0.38141   2266       5941.1 0.0210
1  0  26.5 0.03650 0.03652 0.38841   2222       5720.8 0.0212
1  0  26.5 0.03670 0.03672 0.42264   2268       5366.2 0.0210
1  0  26.5 0.03690 0.03691 0.45493   2296       5046.9 0.0209
1  0  26.5 0.03710 0.03711 0.46831   2298       4907.0 0.0209
1  0  26.5 0.03730 0.03730 0.49432   2258       4567.9 0.0210
1  0  26.5 0.03750 0.03750 0.50617   2236       4417.5 0.0211
1  0  26.5 0.03770 0.03770 0.55349   2282       4122.9 0.0209
1  0  26.5 0.03790 0.03789 0.58662   2236       3811.7 0.0211
1  0  26.5 0.03810 0.03809 0.59792   2252       3766.4 0.0211
1  0  26.5 0.03830 0.03828 0.66297   2296       3463.2 0.0209
1  0  26.5 0.03850 0.03848 0.71476   2316       3240.2 0.0208
1  0  26.5 0.03870 0.03867 0.75773   2298       3032.7 0.0209
1  0  26.5 0.03890 0.03887 0.78892   2300       2915.4 0.0209
1  0  26.5 0.03910 0.03906 0.84849   2268       2673.0 0.0210
1  0  26.5 0.03930 0.03926 0.90191   2304       2554.6 0.0208
1  0  26.5 0.03950 0.03945 0.96163   2310       2402.2 0.0208
1  0  26.5 0.03970 0.03975 1.04333   2276       2181.5 0.0210
1  0  26.5 0.03990 0.03994 1.15655   2268       1961.0 0.0210
1  1  26.5 0.00010 0.00010 1.21000      0          0.0 999.9990
1  1  26.5 0.00030 0.00029 1.21000      0          0.0 999.9990
1  1  26.5 0.00050 0.00049 1.21000      0          0.0 999.9990
1  1  26.5 0.00070 0.00068 1.21000      0          0.0 999.9990
1  1  26.5 0.00090 0.00088 1.21000      0          0.0 999.9990
1  1  26.5 0.00110 0.00107 1.21000      0          0.0 999.9990
1  1  26.5 0.00130 0.00127 1.21000      0          0.0 999.9990
1  1  26.5 0.00150 0.00146 1.21000      0          0.0 999.9990
1  1  26.5 0.00170 0.00166 1.21000      0          0.0 999.9990
1  1  26.5 0.00190 0.00186 1.21000      0          0.0 999.9990
1  1  26.5 0.00210 0.00215 1.21000      0          0.0 999.9990
1  1  26.5 0.00230 0.00234 1.21000      0          0.0 999.9990
1  1  26.5 0.00250 0.00254 1.21000      0          0.0 999.9990
1  1  26.5 0.00270 0.00273 1.21000      0          0.0 999.9990
1  1  26.5 0.00290 0.00293 1.21000      0          0.0 999.9990
1  1  26.5 0.00310 0.00313 1.21000      2          1.7 0.7071
1  1  26.5 0.00330 0.00332 1.21000      0          0.0 999.9990
1  1  26.5 0.00350 0.00352 1.21000      2          1.7 0.7071
1  1  26.5 0.00370 0.00371 1.21000      6          5.0 0.4082
1  1  26.5 0.00390 0.00391 1.21000      6          5.0 0.4082
1  1  26.5 0.00410 0.00410 1.21000     20         16.5 0.2236
1  1  26.5 0.00430 0.00430 1.21000     32         26.4 0.1768
1  1  26.5 0.00450 0.00449 1.21000     68         56.2 0.1213
1  1  26.5 0.00470 0.00469 1.21000    160        132.2 0.0791
1  1  26.5 0.00490 0.00488 1.21000    450        371.9 0.0471
1  1  26.5 0.00510 0.00508 1.21000   1026        847.9 0.0312
1  1  26.5 0.00530 0.00527 1.21000   2634       2176.9 0.0195
1  1  26.5 0.00550 0.00547 1.21000   6624       5474.4 0.0123
1  1  26.5 0.00570 0.00566 1.21000  15956      13186.8 0.0079
1  1  26.5 0.00590 0.00586 1.21000  34932      28869.4 0.0054
1  1  26.5 0.00610 0.00605 1.21000  76416      63153.7 0.0036
1  1  26.5 0.00630 0.00635 0.36513  79656     218159.8 0.0035
1  1  26.5 0.00650 0.00654 0.16991  71246     419327.7 0.0037
1  1  26.5 0.00670 0.00674 0.09775  71000     726368.0 0.0038
1  1  26.5 0.00690 0.00693 0.05927  71808    1211493.5 0.0037
1  1  26.5 0.00710 0.00713 0.03931  71690    1823493.2 0.0037
1  1  26.5 0.00730 0.00732 0.02939  71690    2439226.1 0.0037
1  1  26.5 0.00750 0.00752 0.02407  72154    2997298.8 0.0037
1  1  26.5 0.00770 0.00771 0.02094  72182    3447648.1 0.0037
1  1  26.5 0.00790 0.00791 0.02094  78876    3767375.5 0.0036
1  1  26.5 0.00810 0.00811 0.01797  72100    4011277.7 0.0037
1  1  26.5 0.00830 0.00830 0.01797  74730    4157597.5 0.0037
1  1  26.5 0.00850 0.00850 0.01797  76730    4268867.3 0.0036
1  1  26.5 0.00870 0.00869 0.01797  78178    4349426.7 0.0036
1  1  26.5 0.00890 0.00889 0.01797  79212    4406953.2 0.0036
1  1  26.5 0.00910 0.00908 0.01797  79876    4443894.8 0.0035
1  1  26.5 0.00930 0.00928 0.01610  71640    4449796.5 0.0037
1  1  26.5 0.00950 0.00947 0.01610  71980    4470915.1 0.0037
1  1  26.5 0.00970 0.00967 0.01610  72220    4485822.2 0.0037
1  1  26.5 0.00990 0.00986 0.01610  72352    4494021.2 0.0037
1  1  26.5 0.01010 0.01006 0.01610  72370    4495139.2 0.0037
1  1  26.5 0.01030 0.01025 0.01610  72340    4493275.8 0.0037
1  1  26.5 0.01050 0.01055 0.01610  72048    4475138.8 0.0037
1  1  26.5 0.01070 0.01074 0.01610  71656    4450790.3 0.0037
1  1  26.5 0.01090 0.01094 0.01610  71004    4410292.5 0.0038
1  1  26.5 0.01110 0.01113 0.01610  70028    4349669.9 0.0038
1  1  26.5 0.01130 0.01133 0.01610  68662    4264823.1 0.0038
1  1  26.5 0.01150 0.01152 0.01610  66660    4140472.3 0.0039
1  1  26.5 0.01170 0.01172 0.01610  63770    3960964.9 0.0040
1  1  26.5 0.01190 0.01191 0.01610  60352    3748661.6 0.0041
1  1  26.5 0.01210 0.01211 0.01610  57156    3550147.6 0.0042
1  1  26.5 0.01230 0.01230 0.01610  54232    3368528.3 0.0043
1  1  26.5 0.01250 0.01250 0.01610  51402    3192747.6 0.0044
1  1  26.5 0.01270 0.01270 0.01610  49722    3088397.3 0.0045
1  1  26.5 0.01290 0.01289 0.01610  48346    3002929.4 0.0045
1  1  26.5 0.01310 0.01309 0.01610  47794    2968642.9 0.0046
1  1  26.5 0.01330 0.01328 0.01610  47346    2940816.1 0.0046
1  1  26.5 0.01350 0.01348 0.01610  46848    2909883.7 0.0046
1  1  26.5 0.01370 0.01367 0.01610  46734    2902802.8 0.0046
1  1  26.5 0.01390 0.01387 0.01610  46572    2892740.4 0.0046
1  1  26.5 0.01410 0.01406 0.01610  46546    2891125.5 0.0046
1  1  26.5 0.01430 0.01426 0.01610  46486    2887398.7 0.0046
1  1  26.5 0.01450 0.01445 0.01610  46346    2878702.8 0.0046
1  1  26.5 0.01470 0.01475 0.01610  46150    2866528.6 0.0047
1  1  26.5 0.01490 0.01494 0.01610  46284    2874851.8 0.0046
1  1  26.5 0.01510 0.01514 0.01610  46274    2874230.7 0.0046
1  1  26.5 0.01530 0.01533 0.01610  46112    2864168.3 0.0047
1  1  26.5 0.01550 0.01553 0.01610  46140    2865907.5 0.0047
1  1  26.5 0.01570 0.01572 0.01610  45908    2851497.2 0.0047
1  1  26.5 0.01590 0.01592 0.01610  45884    2850006.5 0.0047
1  1  26.5 0.01610 0.01611 0.01610  45694    2838205.0 0.0047
1  1  26.5 0.01630 0.01631 0.01610  45392    2819446.7 0.0047
1  1  26.5 0.01650 0.01650 0.01610  44710    2777085.5 0.0047
1  1  26.5 0.01670 0.01670 0.01610  44220    2746650.0 0.0048
1  1  26.5 0.01690 0.01689 0.01610  43048    2673853.2 0.0048
1  1  26.5 0.01710 0.01709 0.01610  41828    2598075.0 0.0049
1  1  26.5 0.01730 0.01729 0.01610  40048    2487513.3 0.0050
1  1  26.5 0.01750 0.01748 0.01610  38032    2362292.9 0.0051
1  1  26.5 0.01770 0.01768 0.01610  35706    2217817.4 0.0053
1  1  26.5 0.01790 0.01787 0.01610  32994    2049366.1 0.0055
1  1  26.5 0.01810 0.01807 0.01610  30328    1883772.0 0.0057
1  1  26.5 0.01830 0.01826 0.01610  27552    1711345.5 0.0060
1  1  26.5 0.01850 0.01846 0.01610  25296    1571217.9 0.0063
1  1  26.5 0.01870 0.01865 0.01610  23120    1436059.4 0.0066
1  1  26.5 0.01890 0.01895 0.01610  20250    1257794.2 0.0070
1  1  26.5 0.01910 0.01914 0.01610  18962    1177792.3 0.0073
1  1  26.5 0.01930 0.01934 0.01610  17348    1077541.5 0.0076
1  1  26.5 0.01950 0.01953 0.01610  16694    1036919.4 0.0077
1  1  26.5 0.01970 0.01973 0.01610  15780     980147.8 0.0080
1  1  26.5 0.01990 0.01992 0.01610  14860     923003.6 0.0082
1  1  26.5 0.02010 0.02012 0.01610  14530     902506.2 0.0083
1  1  26.5 0.02030 0.02031 0.01610  13936     865610.9 0.0085
1  1  26.5 0.02050 0.02051 0.01610  13474     836914.6 0.0086
1  1  26.5 0.02070 0.02070 0.01610  13252     823125.4 0.0087
1  1  26.5 0.02090 0.02090 0.01610  12952     804491.4 0.0088
1  1  26.5 0.02110 0.02109 0.01610  12414     771074.5 0.0090
1  1  26.5 0.02130 0.02129 0.01610  12030     747223.0 0.0091
1  1  26.5 0.02150 0.02148 0.01610  11730     728589.0 0.0092
1  1  26.5 0.02170 0.02168 0.01610  11514     715172.5 0.0093
1  1  26.5 0.02190 0.02188 0.01610  10790     670202.5 0.0096
1  1  26.5 0.02210 0.02207 0.01610  10512     652935.0 0.0098
1  1  26.5 0.02230 0.02227 0.01610  10270     637903.6 0.0099
1  1  26.5 0.02250 0.02246 0.01610   9978     619766.5 0.0100
1  1  26.5 0.02270 0.02266 0.01610   9646     599144.9 0.0102
1  1  26.5 0.02290 0.02285 0.01610   9208     571939.2 0.0104
1  1  26.5 0.02310 0.02314 0.01610   8734     542497.5 0.0107
1  1  26.5 0.02330 0.02334 0.01610   8438     524112.0 0.0109
1  1  26.5 0.02350 0.02354 0.01610   7918     491813.1 0.0112
1  1  26.5 0.02370 0.02373 0.01610   7562     469700.7 0.0115
1  1  26.5 0.02390 0.02393 0.01610   7124     442495.1 0.0118
1  1  26.5 0.02410 0.02412 0.01610   6638     412308.1 0.0123
1  1  26.5 0.02430 0.02432 0.01610   6298     391189.5 0.0126
1  1  26.5 0.02450 0.02451 0.01610   5854     363611.2 0.0131
1  1  26.5 0.02470 0.02471 0.01610   5422     336778.3 0.0136
1  1  26.5 0.02490 0.02490 0.01610   4922     305721.6 0.0143
1  1  26.5 0.02510 0.02510 0.01610   4530     281373.2 0.0149
1  1  26.5 0.02530 0.02529 0.01610   3996     248204.7 0.0158
1  1  26.5 0.02550 0.02549 0.01610   3688     229073.8 0.0165
1  1  26.5 0.02570 0.02568 0.01610   3338     207334.2 0.0173
1  1  26.5 0.02590 0.02588 0.01610   2928     181867.7 0.0185
1  1  26.5 0.02610 0.02607 0.01610   2676     166215.2 0.0193
1  1  26.5 0.02630 0.02627 0.01610   2500     155283.2 0.0200
1  1  26.5 0.02650 0.02646 0.01626   2336     143660.1 0.0207
1  1  26.5 0.02670 0.02666 0.01721   2294     133331.2 0.0209
1  1  26.5 0.02690 0.02686 0.01879   2234     118915.4 0.0212
1  1  26.5 0.02710 0.02715 0.01978   2224     112416.0 0.0212
1  1  26.5 0.02730 0.02734 0.02120   2236     105494.5 0.0211
1  1  26.5 0.02750 0.02754 0.02203   2264     102784.4 0.0210
1  1  26.5 0.02770 0.02773 0.02423   2358      97320.0 0.0206
1  1  26.5 0.02790 0.02793 0.02423   2254      93027.6 0.0211
1  1  26.5 0.02810 0.02813 0.02588   2238      86477.1 0.0211
1  1  26.5 0.02830 0.02832 0.02770   2302      83107.8 0.0208
1  1  26.5 0.02850 0.02852 0.02928   2412      82376.4 0.0204
1  1  26.5 0.02870 0.02871 0.03012   2320      77023.4 0.0208
1  1  26.5 0.02890 0.02891 0.03012   2246      74566.7 0.0211
1  1  26.5 0.02910 0.02910 0.03209   2230      69488.3 0.0212
1  1  26.5 0.02930 0.02930 0.03532   2416      68399.6 0.0203
1  1  26.5 0.02950 0.02949 0.03548   2278      64202.4 0.0210
1  1  26.5 0.02970 0.02969 0.03779   2262      59849.5 0.0210
1  1  26.5 0.02990 0.02988 0.04089   2312      56547.3 0.0208
1  1  26.5 0.03010 0.03008 0.04244   2304      54289.9 0.0208
1  1  26.5 0.03030 0.03027 0.04440   2284      51445.0 0.0209
1  1  26.5 0.03050 0.03047 0.04793   2306      48106.9 0.0208
1  1  26.5 0.03070 0.03066 0.05027   2312      45991.0 0.0208
1  1  26.5 0.03090 0.03086 0.05309   2270      42757.5 0.0210
1  1  26.5 0.03110 0.03105 0.05492   2256      41078.6 0.0211
1  1  26.5 0.03130 0.03135 0.06163   2294      37221.3 0.0209
1  1  26.5 0.03150 0.03154 0.06696   2298      34316.6 0.0209
1  1  26.5 0.03170 0.03174 0.07085   2288      32291.3 0.0209
1  1  26.5 0.03190 0.03193 0.07700   2350      30520.9 0.0206
1  1  26.5 0.03210 0.03213 0.08648   2292      26504.1 0.0209
1  1  26.5 0.03230 0.03232 0.09263   2270      24507.3 0.0210
1  1  26.5 0.03250 0.03252 0.09981   2316      23203.4 0.0208
1  1  26.5 0.03270 0.03271 0.10969   2226      20294.4 0.0212
1  1  26.5 0.03290 0.03291 0.11711   2242      19144.9 0.0211
1  1  26.5 0.03310 0.03311 0.13293   2328      17513.2 0.0207
1  1  26.5 0.03330 0.03330 0.14408   2282      15838.3 0.0209
1  1  26.5 0.03350 0.03350 0.15602   2330      14934.2 0.0207
1  1  26.5 0.03370 0.03369 0.17189   2284      13287.2 0.0209
1  1  26.5 0.03390 0.03389 0.18416   2224      12076.4 0.0212
1  1  26.5 0.03410 0.03408 0.19979   2316      11592.1 0.0208
1  1  26.5 0.03430 0.03428 0.19979   2242      11221.7 0.0211
1  1  26.5 0.03450 0.03447 0.22766   2288      10050.1 0.0209
1  1  26.5 0.03470 0.03467 0.24270   2274       9369.4 0.0210
1  1  26.5 0.03490 0.03486 0.26028   2262       8690.8 0.0210
1  1  26.5 0.03510 0.03506 0.27734   2348       8466.3 0.0206
1  1  26.5 0.03530 0.03525 0.29137   2326       7983.1 0.0207
1  1  26.5 0.03550 0.03555 0.31250   2344       7500.9 0.0207
1  1  26.5 0.03570 0.03574 0.31250   2226       7123.3 0.0212
1  1  26.5 0.03590 0.03594 0.34375   2290       6661.9 0.0209
1  1  26.5 0.03610 0.03613 0.36165   2252       6227.0 0.0211
1  1  26.5 0.03630 0.03633 0.36660   2292       6252.1 0.0209
1  1  26.5 0.03650 0.03652 0.39543   2240       5664.8 0.0211
1  1  26.6 0.03670 0.03672 0.41807   2372       5673.7 0.0205
1  1  26.6 0.03690 0.03691 0.43368   2230       5142.0 0.0212
1  1  26.6 0.03710 0.03711 0.48532   2388       4920.5 0.0205
1  1  26.6 0.03730 0.03730 0.48532   2252       4640.3 0.0211
1  1  26.6 0.03750 0.03750 0.50915   2244       4407.4 0.0211
1  1  26.6 0.03770 0.03770 0.54443   2240       4114.4 0.0211
1  1  26.6 0.03790 0.03789 0.57554   2236       3885.1 0.0211
1  1  26.6 0.03810 0.03809 0.60512   2296       3794.3 0.0209
1  1  26.6 0.03830 0.03828 0.65001   2308       3550.7 0.0208
1  1  26.6 0.03850 0.03848 0.65001   2250       3461.5 0.0211
1  1  26.6 0.03870 0.03867 0.71391   2258       3162.9 0.0210
1  1  26.6 0.03890 0.03887 0.78724   2298       2919.0 0.0209
1  1  26.6 0.03910 0.03906 0.81863   2320       2834.0 0.0208
1  1  26.6 0.03930 0.03926 0.85640   2232       2606.3 0.0212
1  1  26.6 0.03950 0.03945 0.92362   2226       2410.1 0.0212
1  1  26.6 0.03970 0.03975 1.01839   2270       2229.0 0.0210
1  1  26.6 0.03990 0.03994 1.10061   2322       2109.7 0.0208
1  2  26.6 0.00010 0.00010 1.21000      0          0.0 999.9990
1  2  26.6 0.00030 0.00029 1.21000      0          0.0 999.9990
1  2  26.6 0.00050 0.00049 1.21000      0          0.0 999.9990
1  2  26.6 0.00070 0.00068 1.21000      0          0.0 999.9990
1  2  26.6 0.00090 0.00088 1.21000      0          0.0 999.9990
1  2  26.6 0.00110 0.00107 1.21000      0          0.0 999.9990
1  2  26.6 0.00130 0.00127 1.21000      0          0.0 999.9990
1  2  26.6 0.00150 0.00146 1.21000      0          0.0 999.9990
1  2  26.6 0.00170 0.00166 1.21000      0          0.0 999.9990
1  2  26.6 0.00190 0.00186 1.21000      0          0.0 999.9990
1  2  26.6 0.00210 0.00215 1.21000      2          1.7 0.7071
1  2  26.6 0.00230 0.00234 1.21000      0          0.0 999.9990
1  2  26.6 0.00250 0.00254 1.21000      0          0.0 999.9990
1  2  26.6 0.00270 0.00273 1.21000      0          0.0 999.9990
1  2  26.6 0.00290 0.00293 1.21000      2          1.7 0.7071
1  2  26.6 0.00310 0.00313 1.21000      0          0.0 999.9990
1  2  26.6 0.00330 0.00332 1.21000      0          0.0 999.9990
1  2  26.6 0.00350 0.00352 1.21000      0          0.0 999.9990
1  2  26.6 0.00370 0.00371 1.21000      6          5.0 0.4082
1  2  26.6 0.00390 0.00391 1.21000      6          5.0 0.4082
1  2  26.6 0.00410 0.00410 1.21000     20         16.5 0.2236
1  2  26.6 0.00430 0.00430 1.21000     26         21.5 0.1961
1  2  26.6 0.00450 0.00449 1.21000     60         49.6 0.1291
1  2  26.6 0.00470 0.00469 1.21000    166        137.2 0.0776
1  2  26.6 0.00490 0.00488 1.21000    434        358.7 0.0480
1  2  26.6 0.00510 0.00508 1.21000   1046        864.5 0.0309
1  2  26.6 0.00530 0.00527 1.21000   2658       2196.7 0.0194
1  2  26.6 0.00550 0.00547 1.21000   6498       5370.2 0.0124
1  2  26.6 0.00570 0.00566 1.21000  15478      12791.7 0.0080
1  2  26.6 0.00590 0.00586 1.21000  34046      28137.2 0.0054
1  2  26.6 0.00610 0.00605 1.21000  71886      59409.9 0.0037
1  2  26.6 0.00630 0.00635 0.36513  76420     209297.1 0.0036
1  2  26.6 0.00650 0.00654 0.17937  72512     404264.0 0.0037
1  2  26.6 0.00670 0.00674 0.10099  71098     704005.2 0.0038
1  2  26.6 0.00690 0.00693 0.06139  72618    1182827.3 0.0037
1  2  26.6 0.00710 0.00713 0.04019  71760    1785713.5 0.0037
1  2  26.6 0.00730 0.00732 0.02978  72102    2421255.5 0.0037
1  2  26.6 0.00750 0.00752 0.02422  71700    2960871.0 0.0037
1  2  26.6 0.00770 0.00771 0.02102  71694    3410309.0 0.0037
1  2  26.6 0.00790 0.00791 0.02102  78808    3748704.6 0.0036
1  2  26.6 0.00810 0.00811 0.01813  72384    3993266.4 0.0037
1  2  26.6 0.00830 0.00830 0.01813  75236    4150604.9 0.0036
1  2  26.6 0.00850 0.00850 0.01813  77274    4263036.9 0.0036
1  2  26.6 0.00870 0.00869 0.01813  78810    4347774.7 0.0036
1  2  26.6 0.00890 0.00889 0.01813  79790    4401839.1 0.0035
1  2  26.6 0.00910 0.00908 0.01621  71822    4430469.3 0.0037
1  2  26.6 0.00930 0.00928 0.01621  72300    4459955.6 0.0037
1  2  26.6 0.00950 0.00947 0.01621  72684    4483643.4 0.0037
1  2  26.6 0.00970 0.00967 0.01621  72894    4496597.6 0.0037
1  2  26.6 0.00990 0.00986 0.01621  73054    4506467.5 0.0037
1  2  26.6 0.01010 0.01006 0.01621  73118    4510415.4 0.0037
1  2  26.6 0.01030 0.01025 0.01621  73070    4507454.5 0.0037
1  2  26.6 0.01050 0.01055 0.01621  72792    4490305.5 0.0037
1  2  26.6 0.01070 0.01074 0.01621  72408    4466617.8 0.0037
1  2  26.6 0.01090 0.01094 0.01621  71772    4427385.0 0.0037
1  2  26.6 0.01110 0.01113 0.01621  70842    4370016.3 0.0038
1  2  26.6 0.01130 0.01133 0.01621  69496    4286985.9 0.0038
1  2  26.6 0.01150 0.01152 0.01621  67554    4167190.1 0.0038
1  2  26.6 0.01170 0.01172 0.01621  64688    3990395.7 0.0039
1  2  26.6 0.01190 0.01191 0.01621  61500    3793738.2 0.0040
1  2  26.6 0.01210 0.01211 0.01621  58056    3581288.9 0.0042
1  2  26.6 0.01230 0.01230 0.01621  54950    3389689.7 0.0043
1  2  26.6 0.01250 0.01250 0.01621  52384    3231401.3 0.0044
1  2  26.6 0.01270 0.01270 0.01621  50466    3113086.0 0.0045
1  2  26.6 0.01290 0.01289 0.01621  49304    3041406.0 0.0045
1  2  26.6 0.01310 0.01309 0.01621  48568    2996004.5 0.0045
1  2  26.6 0.01330 0.01328 0.01621  47976    2959485.9 0.0046
1  2  26.6 0.01350 0.01348 0.01621  47638    2938635.8 0.0046
1  2  26.6 0.01370 0.01367 0.01621  47562    2933947.6 0.0046
1  2  26.6 0.01390 0.01387 0.01621  47502    2930246.4 0.0046
1  2  26.6 0.01410 0.01406 0.01621  47382    2922844.0 0.0046
1  2  26.6 0.01430 0.01426 0.01621  47174    2910013.1 0.0046
1  2  26.6 0.01450 0.01445 0.01621  47148    2908409.2 0.0046
1  2  26.6 0.01470 0.01475 0.01621  46982    2898169.2 0.0046
1  2  26.6 0.01490 0.01494 0.01621  47078    2904091.2 0.0046
1  2  26.6 0.01510 0.01514 0.01621  47174    2910013.1 0.0046
1  2  26.6 0.01530 0.01533 0.01621  46718    2881883.9 0.0046
1  2  26.6 0.01550 0.01553 0.01621  46750    2883857.9 0.0046
1  2  26.6 0.01570 0.01572 0.01621  46818    2888052.6 0.0046
1  2  26.6 0.01590 0.01592 0.01621  46440    2864735.0 0.0046
1  2  26.6 0.01610 0.01611 0.01621  46446    2865105.1 0.0046
1  2  26.6 0.01630 0.01631 0.01621  46106    2844131.6 0.0047
1  2  26.6 0.01650 0.01650 0.01621  45812    2825995.7 0.0047
1  2  26.6 0.01670 0.01670 0.01621  44878    2768380.2 0.0047
1  2  26.6 0.01690 0.01689 0.01621  43874    2706446.7 0.0048
1  2  26.6 0.01710 0.01709 0.01621  42514    2622552.6 0.0048
1  2  26.6 0.01730 0.01729 0.01621  40836    2519042.2 0.0049
1  2  26.6 0.01750 0.01748 0.01621  38928    2401343.7 0.0051
1  2  26.6 0.01770 0.01768 0.01621  36418    2246509.9 0.0052
1  2  26.6 0.01790 0.01787 0.01621  33978    2095994.1 0.0054
1  2  26.6 0.01810 0.01807 0.01621  30904    1906368.9 0.0057
1  2  26.6 0.01830 0.01826 0.01621  28648    1767203.4 0.0059
1  2  26.6 0.01850 0.01846 0.01621  26200    1616194.2 0.0062
1  2  26.6 0.01870 0.01865 0.01621  23532    1451613.8 0.0065
1  2  26.6 0.01890 0.01895 0.01621  20754    1280247.8 0.0069
1  2  26.6 0.01910 0.01914 0.01621  19260    1188087.8 0.0072
1  2  26.6 0.01930 0.01934 0.01621  18102    1116654.5 0.0074
1  2  26.6 0.01950 0.01953 0.01621  17176    1059532.5 0.0076
1  2  26.6 0.01970 0.01973 0.01621  16194     998956.0 0.0079
1  2  26.6 0.01990 0.01992 0.01621  15606     962684.2 0.0080
1  2  26.6 0.02010 0.02012 0.01621  14976     923821.5 0.0082
1  2  26.6 0.02030 0.02031 0.01621  14496     894211.9 0.0083
1  2  26.6 0.02050 0.02051 0.01621  13950     860530.9 0.0085
1  2  26.6 0.02070 0.02070 0.01621  13564     836719.8 0.0086
1  2  26.6 0.02090 0.02090 0.01621  13080     806863.3 0.0087
1  2  26.6 0.02110 0.02109 0.01621  12918     796870.1 0.0088
1  2  26.6 0.02130 0.02129 0.01621  12418     766026.7 0.0090
1  2  26.6 0.02150 0.02148 0.01621  12056     743696.1 0.0091
1  2  26.6 0.02170 0.02168 0.01621  11704     721982.3 0.0092
1  2  26.6 0.02190 0.02188 0.01621  11354     700391.9 0.0094
1  2  26.6 0.02210 0.02207 0.01621  10960     676087.3 0.0096
1  2  26.6 0.02230 0.02227 0.01621  10700     660048.8 0.0097
1  2  26.6 0.02250 0.02246 0.01621  10400     641542.7 0.0098
1  2  26.6 0.02270 0.02266 0.01621  10092     622543.2 0.0100
1  2  26.6 0.02290 0.02285 0.01621   9566     590095.9 0.0102
1  2  26.6 0.02310 0.02314 0.01621   9032     557155.2 0.0105
1  2  26.6 0.02330 0.02334 0.01621   8706     537045.3 0.0107
1  2  26.6 0.02350 0.02354 0.01621   8288     511260.2 0.0110
1  2  26.6 0.02370 0.02373 0.01621   7930     489176.3 0.0112
1  2  26.6 0.02390 0.02393 0.01621   7494     462280.9 0.0116
1  2  26.6 0.02410 0.02412 0.01621   6988     431067.4 0.0120
1  2  26.6 0.02430 0.02432 0.01621   6614     407996.5 0.0123
1  2  26.6 0.02450 0.02451 0.01621   6080     375055.7 0.0128
1  2  26.6 0.02470 0.02471 0.01621   5584     344459.1 0.0134
1  2  26.6 0.02490 0.02490 0.01621   5098     314479.3 0.0140
1  2  26.6 0.02510 0.02510 0.01621   4610     284376.1 0.0147
1  2  26.6 0.02530 0.02529 0.01621   4246     261922.2 0.0153
1  2  26.6 0.02550 0.02549 0.01621   3870     238727.9 0.0161
1  2  26.6 0.02570 0.02568 0.01621   3528     217631.0 0.0168
1  2  26.6 0.02590 0.02588 0.01621   3024     186540.9 0.0182
1  2  26.6 0.02610 0.02607 0.01621   2810     173339.9 0.0189
1  2  26.6 0.02630 0.02627 0.01621   2736     168775.1 0.0191
1  2  26.6 0.02650 0.02646 0.01621   2432     150022.3 0.0203
